,Class,Object,Field,Default,Minimum,Maximum,Type,Group
564,ZoneInfiltration:DesignFlowRate,Level1:Zone7 Infiltration,Design Flow Rate,0.096288,0.09628632885098024,0.09628967114901976,Float,G228
570,People,People Level1:Zone9,Number of People,1.301930663,0.2812170232079998,2.3226443027920003,Float,G284
571,People,People Level1:Zone9,Fraction Radiant,0.3,0.285,0.315,Float,G285
572,People,People Level1:Zone9,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
573,Lights,Level1:Zone9 General lighting,Lighting Level,55.48,52.262159999999994,60.4732,Float,G286
574,Lights,Level1:Zone9 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
575,Lights,Level1:Zone9 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
576,Lights,Level1:Zone9 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
577,ElectricEquipment,Level1:Zone9 Equipment 1,Design Level,20.5276,18.2079812,21.964532,Float,G216
578,ElectricEquipment,Level1:Zone9 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G217
591,ZoneInfiltration:DesignFlowRate,Level1:Zone9 Infiltration,Design Flow Rate,0.002481,0.0024793288509802427,0.0024826711490197576,Float,G228
597,People,People Level1:Zone15,Number of People,8.911635,1.92491316,15.898356840000002,Float,G209
598,People,People Level1:Zone15,Fraction Radiant,0.3,0.285,0.315,Float,G210
599,People,People Level1:Zone15,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
600,Lights,Level1:Zone15 General lighting,Lighting Level,1605.7,1512.5694,1750.213,Float,G212
601,Lights,Level1:Zone15 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
602,Lights,Level1:Zone15 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
603,Lights,Level1:Zone15 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
604,ElectricEquipment,Level1:Zone15 Computing gain 1,Design Level,481.71,427.27677,515.4297,Float,G239
605,ElectricEquipment,Level1:Zone15 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G240
606,ElectricEquipment,Level1:Zone15 Equipment 2,Design Level,481.71,427.27677,515.4297,Float,G241
607,ElectricEquipment,Level1:Zone15 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G242
608,WaterUse:Equipment,DHW Level1:Zone15,Peak Flow Rate,4.96e-07,3.3827199999999997e-07,7.2664e-07,Float,G270
621,ZoneInfiltration:DesignFlowRate,Level1:Zone15 Infiltration,Design Flow Rate,0.017953,0.017951328850980244,0.017954671149019757,Float,G228
627,People,People Level1:Zone11,Number of People,1.0048719,0.21705233039999994,1.7926914695999998,Float,G209
628,People,People Level1:Zone11,Fraction Radiant,0.3,0.285,0.315,Float,G210
629,People,People Level1:Zone11,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
630,Lights,Level1:Zone11 General lighting,Lighting Level,181.058,170.556636,197.35322,Float,G212
631,Lights,Level1:Zone11 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
632,Lights,Level1:Zone11 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
633,Lights,Level1:Zone11 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
634,ElectricEquipment,Level1:Zone11 Computing gain 1,Design Level,54.3174,48.1795338,58.119618,Float,G239
635,ElectricEquipment,Level1:Zone11 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G240
636,ElectricEquipment,Level1:Zone11 Equipment 2,Design Level,54.3174,48.1795338,58.119618,Float,G241
637,ElectricEquipment,Level1:Zone11 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G242
638,WaterUse:Equipment,DHW Level1:Zone11,Peak Flow Rate,5.59e-08,3.8123799999999994e-08,8.189349999999999e-08,Float,G291
651,ZoneInfiltration:DesignFlowRate,Level1:Zone11 Infiltration,Design Flow Rate,0.002024,0.0020223288509802428,0.0020256711490197576,Float,G228
657,People,People Level1Z1:Zone1,Number of People,4.9725225,1.0740648599999996,8.87098014,Float,G296
658,People,People Level1Z1:Zone1,Fraction Radiant,0.3,0.285,0.315,Float,G297
659,People,People Level1Z1:Zone1,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
660,Lights,Level1Z1:Zone1 General lighting,Lighting Level,895.95,843.9849,976.5855,Float,G298
661,Lights,Level1Z1:Zone1 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
662,Lights,Level1Z1:Zone1 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
663,Lights,Level1Z1:Zone1 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
664,ElectricEquipment,Level1Z1:Zone1 Computing gain 1,Design Level,268.785,238.41229500000003,287.59995000000004,Float,G299
665,ElectricEquipment,Level1Z1:Zone1 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G300
666,ElectricEquipment,Level1Z1:Zone1 Equipment 2,Design Level,268.785,238.41229500000003,287.59995000000004,Float,G301
667,ElectricEquipment,Level1Z1:Zone1 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G302
668,WaterUse:Equipment,DHW Level1Z1:Zone1,Peak Flow Rate,2.77e-07,1.8891400000000002e-07,4.05805e-07,Float,G303
681,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone1 Infiltration,Design Flow Rate,0.009731,0.009729328850980243,0.009732671149019757,Float,G228
687,People,People Level1Z1:Zone4,Number of People,1.3005204,0.2809124063999999,2.3201283936,Float,G308
688,People,People Level1Z1:Zone4,Fraction Radiant,0.3,0.285,0.315,Float,G309
689,People,People Level1Z1:Zone4,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
690,Lights,Level1Z1:Zone4 General lighting,Lighting Level,234.328,220.736976,255.41752,Float,G298
691,Lights,Level1Z1:Zone4 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
692,Lights,Level1Z1:Zone4 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
693,Lights,Level1Z1:Zone4 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
694,ElectricEquipment,Level1Z1:Zone4 Computing gain 1,Design Level,70.2984,62.3546808,75.219288,Float,G299
695,ElectricEquipment,Level1Z1:Zone4 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G300
696,ElectricEquipment,Level1Z1:Zone4 Equipment 2,Design Level,70.2984,62.3546808,75.219288,Float,G301
697,ElectricEquipment,Level1Z1:Zone4 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G302
698,WaterUse:Equipment,DHW Level1Z1:Zone4,Peak Flow Rate,7.23e-08,4.93086e-08,1.0591950000000001e-07,Float,G310
711,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone4 Infiltration,Design Flow Rate,0.002545,0.0025433288509802425,0.0025466711490197574,Float,G228
717,People,People Level1Z1:Zone51,Number of People,18.16435112,3.92349984192,32.40520239808,Float,G296
718,People,People Level1Z1:Zone51,Fraction Radiant,0.3,0.285,0.315,Float,G297
719,People,People Level1Z1:Zone51,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
720,Lights,Level1Z1:Zone51 General lighting,Lighting Level,471.5745,444.223179,514.016205,Float,G298
721,Lights,Level1Z1:Zone51 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
722,Lights,Level1Z1:Zone51 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
723,Lights,Level1Z1:Zone51 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
724,ElectricEquipment,Level1Z1:Zone51 Equipment 1,Design Level,925.5436,820.9571731999999,990.331652,Float,G313
725,ElectricEquipment,Level1Z1:Zone51 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G314
726,WaterUse:Equipment,DHW Level1Z1:Zone51,Peak Flow Rate,2.33e-05,1.58906e-05,3.41345e-05,Float,G303
739,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone51 Infiltration,Design Flow Rate,0.013658,0.013656328850980243,0.013659671149019757,Float,G228
745,People,People Level1Z1:Zone39,Number of People,6.0966972,1.3168865951999997,10.876507804800001,Float,G319
746,People,People Level1Z1:Zone39,Fraction Radiant,0.3,0.285,0.315,Float,G320
747,People,People Level1Z1:Zone39,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G321
748,Lights,Level1Z1:Zone39 General lighting,Lighting Level,1098.504,1034.7907679999998,1197.36936,Float,G322
749,Lights,Level1Z1:Zone39 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G323
750,Lights,Level1Z1:Zone39 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G324
751,Lights,Level1Z1:Zone39 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G325
752,ElectricEquipment,Level1Z1:Zone39 Computing gain 1,Design Level,329.5512,292.3119144,352.619784,Float,G326
753,ElectricEquipment,Level1Z1:Zone39 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G327
754,ElectricEquipment,Level1Z1:Zone39 Equipment 2,Design Level,329.5512,292.3119144,352.619784,Float,G328
755,ElectricEquipment,Level1Z1:Zone39 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G329
756,WaterUse:Equipment,DHW Level1Z1:Zone39,Peak Flow Rate,3.39e-07,2.31198e-07,4.96635e-07,Float,G330
769,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone39 Infiltration,Design Flow Rate,0.011689,0.011687328850980243,0.011690671149019756,Float,G335
775,People,People Level1Z1:Zone9,Number of People,2.4543654,0.5301429263999999,4.3785878736,Float,G319
776,People,People Level1Z1:Zone9,Fraction Radiant,0.3,0.285,0.315,Float,G320
777,People,People Level1Z1:Zone9,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G321
778,Lights,Level1Z1:Zone9 General lighting,Lighting Level,442.228,416.578776,482.02852,Float,G322
779,Lights,Level1Z1:Zone9 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G323
780,Lights,Level1Z1:Zone9 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G324
781,Lights,Level1Z1:Zone9 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G325
782,ElectricEquipment,Level1Z1:Zone9 Computing gain 1,Design Level,132.6684,117.67687079999999,141.955188,Float,G326
783,ElectricEquipment,Level1Z1:Zone9 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G327
784,ElectricEquipment,Level1Z1:Zone9 Equipment 2,Design Level,132.6684,117.67687079999999,141.955188,Float,G328
785,ElectricEquipment,Level1Z1:Zone9 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G329
786,WaterUse:Equipment,DHW Level1Z1:Zone9,Peak Flow Rate,1.36e-07,9.275200000000001e-08,1.9924e-07,Float,G330
799,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone9 Infiltration,Design Flow Rate,0.004803,0.0048013288509802425,0.004804671149019757,Float,G335
805,People,People Level1Z1:Zone12,Number of People,1.052645979,0.22737153146400002,1.8779204265359999,Float,G296
806,People,People Level1Z1:Zone12,Fraction Radiant,0.3,0.285,0.315,Float,G297
807,People,People Level1Z1:Zone12,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
808,Lights,Level1Z1:Zone12 General lighting,Lighting Level,243.5875,229.459425,265.510375,Float,G298
809,Lights,Level1Z1:Zone12 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
810,Lights,Level1Z1:Zone12 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
811,Lights,Level1Z1:Zone12 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
812,ElectricEquipment,Level1Z1:Zone12 Equipment 1,Design Level,411.5654,365.0585098,440.374978,Float,G313
813,ElectricEquipment,Level1Z1:Zone12 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G314
814,WaterUse:Equipment,DHW Level1Z1:Zone12,Peak Flow Rate,6.23e-08,4.2488599999999996e-08,9.12695e-08,Float,G303
827,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone12 Infiltration,Design Flow Rate,0.002117,0.0021153288509802425,0.0021186711490197574,Float,G228
833,People,People Level1Z1:Zone7,Number of People,1.2700065,0.27432140399999994,2.265691596,Float,G344
834,People,People Level1Z1:Zone7,Fraction Radiant,0.3,0.285,0.315,Float,G345
835,People,People Level1Z1:Zone7,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
836,Lights,Level1Z1:Zone7 General lighting,Lighting Level,228.83,215.55786,249.4247,Float,G298
837,Lights,Level1Z1:Zone7 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
838,Lights,Level1Z1:Zone7 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
839,Lights,Level1Z1:Zone7 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
840,ElectricEquipment,Level1Z1:Zone7 Computing gain 1,Design Level,68.649,60.891663,73.45443,Float,G299
841,ElectricEquipment,Level1Z1:Zone7 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G300
842,ElectricEquipment,Level1Z1:Zone7 Equipment 2,Design Level,68.649,60.891663,73.45443,Float,G301
843,ElectricEquipment,Level1Z1:Zone7 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G302
844,WaterUse:Equipment,DHW Level1Z1:Zone7,Peak Flow Rate,7.06e-08,4.81492e-08,1.0342899999999999e-07,Float,G346
857,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone7 Infiltration,Design Flow Rate,0.002485,0.0024833288509802424,0.0024866711490197572,Float,G228
863,People,People Level1Z1:Zone45,Number of People,0.8647122,0.1867778351999999,1.5426465648,Float,G308
864,People,People Level1Z1:Zone45,Fraction Radiant,0.3,0.285,0.315,Float,G309
865,People,People Level1Z1:Zone45,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
866,Lights,Level1Z1:Zone45 General lighting,Lighting Level,155.804,146.767368,169.82636,Float,G298
867,Lights,Level1Z1:Zone45 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
868,Lights,Level1Z1:Zone45 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
869,Lights,Level1Z1:Zone45 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
870,ElectricEquipment,Level1Z1:Zone45 Computing gain 1,Design Level,46.7412,41.459444399999995,50.013084,Float,G299
871,ElectricEquipment,Level1Z1:Zone45 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G300
872,ElectricEquipment,Level1Z1:Zone45 Equipment 2,Design Level,46.7412,41.459444399999995,50.013084,Float,G301
873,ElectricEquipment,Level1Z1:Zone45 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G302
874,WaterUse:Equipment,DHW Level1Z1:Zone45,Peak Flow Rate,4.81e-08,3.2804200000000005e-08,7.04665e-08,Float,G310
887,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone45 Infiltration,Design Flow Rate,0.001692,0.0016903288509802427,0.0016936711490197571,Float,G228
893,People,People Level1Z1:Zone47,Number of People,1.971759816,0.425900120256,3.517619511744,Float,G308
894,People,People Level1Z1:Zone47,Fraction Radiant,0.3,0.285,0.315,Float,G309
895,People,People Level1Z1:Zone47,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
896,Lights,Level1Z1:Zone47 General lighting,Lighting Level,456.275,429.81104999999997,497.33975,Float,G298
897,Lights,Level1Z1:Zone47 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
898,Lights,Level1Z1:Zone47 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
899,Lights,Level1Z1:Zone47 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
900,ElectricEquipment,Level1Z1:Zone47 Equipment 1,Design Level,770.9222,683.8079914,824.886754,Float,G351
901,ElectricEquipment,Level1Z1:Zone47 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G352
902,WaterUse:Equipment,DHW Level1Z1:Zone47,Peak Flow Rate,1.17e-07,7.9794e-08,1.71405e-07,Float,G310
915,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone47 Infiltration,Design Flow Rate,0.003965,0.003963328850980242,0.003966671149019757,Float,G228
921,People,People Level1Z1:Zone44,Number of People,0.9587847,0.20709749519999998,1.7104719048,Float,G308
922,People,People Level1Z1:Zone44,Fraction Radiant,0.3,0.285,0.315,Float,G309
923,People,People Level1Z1:Zone44,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
924,Lights,Level1Z1:Zone44 General lighting,Lighting Level,172.754,162.734268,188.30185999999998,Float,G298
925,Lights,Level1Z1:Zone44 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
926,Lights,Level1Z1:Zone44 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
927,Lights,Level1Z1:Zone44 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
928,ElectricEquipment,Level1Z1:Zone44 Computing gain 1,Design Level,51.8262,45.9698394,55.454034,Float,G299
929,ElectricEquipment,Level1Z1:Zone44 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G300
930,ElectricEquipment,Level1Z1:Zone44 Equipment 2,Design Level,51.8262,45.9698394,55.454034,Float,G301
931,ElectricEquipment,Level1Z1:Zone44 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G302
932,WaterUse:Equipment,DHW Level1Z1:Zone44,Peak Flow Rate,5.33e-08,3.63506e-08,7.80845e-08,Float,G310
945,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone44 Infiltration,Design Flow Rate,0.001876,0.0018743288509802428,0.0018776711490197573,Float,G228
951,People,People Level1Z1:Zone2,Number of People,10.0135653,2.1629301048,17.8642004952,Float,G296
952,People,People Level1Z1:Zone2,Fraction Radiant,0.3,0.285,0.315,Float,G297
953,People,People Level1Z1:Zone2,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
954,Lights,Level1Z1:Zone2 General lighting,Lighting Level,1804.246,1699.5997320000001,1966.62814,Float,G298
955,Lights,Level1Z1:Zone2 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
956,Lights,Level1Z1:Zone2 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
957,Lights,Level1Z1:Zone2 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
958,ElectricEquipment,Level1Z1:Zone2 Computing gain 1,Design Level,541.2738,480.10986060000005,579.1629660000001,Float,G299
959,ElectricEquipment,Level1Z1:Zone2 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G300
960,ElectricEquipment,Level1Z1:Zone2 Equipment 2,Design Level,541.2738,480.10986060000005,579.1629660000001,Float,G301
961,ElectricEquipment,Level1Z1:Zone2 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G302
962,WaterUse:Equipment,DHW Level1Z1:Zone2,Peak Flow Rate,5.57e-07,3.79874e-07,8.16005e-07,Float,G303
975,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone2 Infiltration,Design Flow Rate,0.019596,0.019594328850980242,0.019597671149019755,Float,G228
981,People,People Level1Z1:Zone43,Number of People,7.0987497,1.5333299352000003,12.6641694648,Float,G308
982,People,People Level1Z1:Zone43,Fraction Radiant,0.3,0.285,0.315,Float,G309
983,People,People Level1Z1:Zone43,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
984,Lights,Level1Z1:Zone43 General lighting,Lighting Level,1279.054,1204.868868,1394.16886,Float,G298
985,Lights,Level1Z1:Zone43 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
986,Lights,Level1Z1:Zone43 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
987,Lights,Level1Z1:Zone43 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
988,ElectricEquipment,Level1Z1:Zone43 Computing gain 1,Design Level,383.7162,340.35626940000003,410.57633400000003,Float,G299
989,ElectricEquipment,Level1Z1:Zone43 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G300
990,ElectricEquipment,Level1Z1:Zone43 Equipment 2,Design Level,383.7162,340.35626940000003,410.57633400000003,Float,G301
991,ElectricEquipment,Level1Z1:Zone43 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G302
992,WaterUse:Equipment,DHW Level1Z1:Zone43,Peak Flow Rate,3.95e-07,2.6938999999999995e-07,5.78675e-07,Float,G310
1005,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone43 Infiltration,Design Flow Rate,0.01361,0.013608328850980244,0.013611671149019757,Float,G228
1011,People,People Level1Z1:Zone37,Number of People,1.639619905,0.35415789947999987,2.9250819105200003,Float,G344
1012,People,People Level1Z1:Zone37,Fraction Radiant,0.3,0.285,0.315,Float,G345
1013,People,People Level1Z1:Zone37,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
1014,Lights,Level1Z1:Zone37 General lighting,Lighting Level,145.816,137.358672,158.93944,Float,G298
1015,Lights,Level1Z1:Zone37 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
1016,Lights,Level1Z1:Zone37 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
1017,Lights,Level1Z1:Zone37 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
1018,ElectricEquipment,Level1Z1:Zone37 Equipment 1,Design Level,79.9072,70.8776864,85.500704,Float,G351
1019,ElectricEquipment,Level1Z1:Zone37 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G352
1032,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone37 Infiltration,Design Flow Rate,0.003167,0.0031653288509802427,0.0031686711490197575,Float,G228
1038,People,People Level1Z1:Zone36,Number of People,2.225545413,0.480717809208,3.9703730167919997,Float,G365
1039,People,People Level1Z1:Zone36,Fraction Radiant,0.3,0.285,0.315,Float,G366
1040,People,People Level1Z1:Zone36,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G321
1041,Lights,Level1Z1:Zone36 General lighting,Lighting Level,197.924,186.444408,215.73716000000002,Float,G322
1042,Lights,Level1Z1:Zone36 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G323
1043,Lights,Level1Z1:Zone36 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G324
1044,Lights,Level1Z1:Zone36 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G325
1045,ElectricEquipment,Level1Z1:Zone36 Equipment 1,Design Level,108.4624,96.2061488,116.054768,Float,G351
1046,ElectricEquipment,Level1Z1:Zone36 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G352
1059,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone36 Infiltration,Design Flow Rate,0.004299,0.0042973288509802424,0.004300671149019757,Float,G335
1065,People,People Level1Z1:Zone38,Number of People,7.9998588,1.7279695007999996,14.2717480992,Float,G371
1066,People,People Level1Z1:Zone38,Fraction Radiant,0.3,0.285,0.315,Float,G372
1067,People,People Level1Z1:Zone38,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G321
1068,Lights,Level1Z1:Zone38 General lighting,Lighting Level,1441.416,1357.813872,1571.1434399999998,Float,G322
1069,Lights,Level1Z1:Zone38 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G323
1070,Lights,Level1Z1:Zone38 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G324
1071,Lights,Level1Z1:Zone38 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G325
1072,ElectricEquipment,Level1Z1:Zone38 Computing gain 1,Design Level,432.4248,383.5607976,462.694536,Float,G326
1073,ElectricEquipment,Level1Z1:Zone38 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G327
1074,ElectricEquipment,Level1Z1:Zone38 Equipment 2,Design Level,432.4248,383.5607976,462.694536,Float,G328
1075,ElectricEquipment,Level1Z1:Zone38 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G329
1076,WaterUse:Equipment,DHW Level1Z1:Zone38,Peak Flow Rate,4.45e-07,3.0348999999999997e-07,6.51925e-07,Float,G330
1089,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone38 Infiltration,Design Flow Rate,0.015338,0.015336328850980243,0.015339671149019756,Float,G335
1095,People,People Level1Z1:Zone35,Number of People,0.1474302,0.0318449232,0.26301547680000004,Float,G377
1096,People,People Level1Z1:Zone35,Fraction Radiant,0.3,0.285,0.315,Float,G378
1097,People,People Level1Z1:Zone35,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
1098,Lights,Level1Z1:Zone35 General lighting,Lighting Level,26.564,25.023288,28.95476,Float,G298
1099,Lights,Level1Z1:Zone35 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
1100,Lights,Level1Z1:Zone35 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
1101,Lights,Level1Z1:Zone35 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
1102,ElectricEquipment,Level1Z1:Zone35 Computing gain 1,Design Level,7.9692,7.0686804,8.527044,Float,G326
1103,ElectricEquipment,Level1Z1:Zone35 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G327
1104,ElectricEquipment,Level1Z1:Zone35 Equipment 2,Design Level,7.9692,7.0686804,8.527044,Float,G328
1105,ElectricEquipment,Level1Z1:Zone35 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G329
1106,WaterUse:Equipment,DHW Level1Z1:Zone35,Peak Flow Rate,8.2e-09,5.5924e-09,1.2013000000000001e-08,Float,G303
1119,ZoneInfiltration:DesignFlowRate,Level1Z1:Zone35 Infiltration,Design Flow Rate,0.000289,0.0002873288509802427,0.00029067114901975725,Float,G228
1125,People,People Level1Z1:Zone33,Number of People,0.50909222,0.10996391951999995,0.90822052048,Float,G383
1126,People,People Level1Z1:Zone33,Fraction Radiant,0.3,0.285,0.315,Float,G384
1127,People,People Level1Z1:Zone33,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G321
1128,Lights,Level1Z1:Zone33 General lighting,Lighting Level,45.275,42.649049999999995,49.34975,Float,G322
1129,Lights,Level1Z1:Zone33 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G323
1130,Lights,Level1Z1:Zone33 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G324
1131,Lights,Level1Z1:Zone33 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G325
1132,ElectricEquipment,Level1Z1:Zone33 Equipment 1,Design Level,24.8107,22.0070909,26.547449,Float,G351
1133,ElectricEquipment,Level1Z1:Zone33 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G352
