Class,Object,Field,Default,Minimum,Maximum,Type,Group
Material,XPS Extruded Polystyrene  - CO2 Blowing_0.03,Thermal Absorptance,0.9,0.81,0.99,Float,G176
Material,XPS Extruded Polystyrene  - CO2 Blowing_0.03,Solar Absorptance,0.6,0.54,0.66,Float,G177
Material,XPS Extruded Polystyrene  - CO2 Blowing_0.03,Visible Absorptance,0.6,0.54,0.66,Float,G178
Material,Plywood (Heavyweight)_0.006,Thickness,0.006,0.0054,0.0066,Float,G179
Material,Plywood (Heavyweight)_0.006,Conductivity,0.15,0.135,0.165,Float,G180
Material,Plywood (Heavyweight)_0.006,Density,700,630,770,Float,G181
Material,Plywood (Heavyweight)_0.006,Specific Heat,1420,1278,1562,Float,G182
Material,Plywood (Heavyweight)_0.006,Thermal Absorptance,0.9,0.81,0.99,Float,G183
Material,Plywood (Heavyweight)_0.006,Solar Absorptance,0.78,0.702,0.858,Float,G184
Material,Plywood (Heavyweight)_0.006,Visible Absorptance,0.78,0.702,0.858,Float,G185
Material:NoMass,19_RVAL_2,Thermal Resistance,0.15,0.135,0.165,Float,G186
Material:NoMass,19_RVAL_2,Thermal Absorptance,0.9,0.81,0.99,Float,G187
Material:NoMass,19_RVAL_2,Solar Absorptance,0.7,0.63,0.77,Float,G188
Material:NoMass,19_RVAL_2,Visible Absorptance,0.7,0.63,0.77,Float,G189
Material:NoMass,20_RVAL_2,Thermal Resistance,0.15,0.135,0.165,Float,G190
Material:NoMass,20_RVAL_2,Thermal Absorptance,0.9,0.81,0.99,Float,G191
Material:NoMass,20_RVAL_2,Solar Absorptance,0.7,0.63,0.77,Float,G192
Material:NoMass,20_RVAL_2,Visible Absorptance,0.7,0.63,0.77,Float,G193
HeatBalanceAlgorithm,HeatBalanceAlgorithm,Surface Temperature Upper Limit,2000,1800,2200,Float,G194
ShadowCalculation,ShadowCalculation,Calculation Frequency,20,18,22,Integer,G195
ShadowCalculation,ShadowCalculation,Maximum Figures in Shadow Overlap Calculations,15000,13500,16500,Integer,G196
ZoneCapacitanceMultiplier:ResearchSpecial,ZoneCapacitanceMultiplier:ResearchSpecial,Temperature Capacity Multiplier,1,0.9,1.1,Float,G197
ZoneCapacitanceMultiplier:ResearchSpecial,ZoneCapacitanceMultiplier:ResearchSpecial,Humidity Capacity Multiplier,1,0.9,1.1,Float,G198
ZoneCapacitanceMultiplier:ResearchSpecial,ZoneCapacitanceMultiplier:ResearchSpecial,Carbon Dioxide Capacity Multiplier,1,0.9,1.1,Float,G199
ZoneCapacitanceMultiplier:ResearchSpecial,ZoneCapacitanceMultiplier:ResearchSpecial,Generic Contaminant Capacity Multiplier,1,0.9,1.1,Float,G200
Building,Building,Loads Convergence Tolerance Value,0.04,0.036,0.044,Float,G201
Building,Building,Temperature Convergence Tolerance Value,0.4,0.36,0.44,Float,G202
Building,Building,Maximum Number of Warmup Days,25,22.5,27.5,Integer,G203
Building,Building,Minimum Number of Warmup Days,6,5.4,6.6,Integer,G204
Zone,Level1:Zone14,Type,1,1,1,Integer,G205
Zone,Level1:Zone14,Multiplier,1,1,1.1,Integer,G206
Zone,Level1:Zone14,Volume,569.7059,512.73531,626.67649,Float,G207
Zone,Level1:Zone14,Floor Area,159.4182,143.47638,175.36002,Float,G208
People,People Level1:Zone14,Number of People,18.70506875,16.83456187,20.57557562,Float,G209
People,People Level1:Zone14,Fraction Radiant,0.3,0.27,0.33,Float,G210
People,People Level1:Zone14,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level1:Zone14 General lighting,Lighting Level,797.091,717.3819,876.8001,Float,G212
Lights,Level1:Zone14 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level1:Zone14 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level1:Zone14 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level1:Zone14 Equipment 1,Design Level,294.9237,265.43133,324.41607,Float,G216
ElectricEquipment,Level1:Zone14 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G217
Daylighting:Controls,Level1:Zone14,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level1:Zone14,X-Coordinate of First Reference Point,58.054,52.2486,63.8594,Float,G219
Daylighting:Controls,Level1:Zone14,Y-Coordinate of First Reference Point,79.848,71.8632,87.8328,Float,G219
Daylighting:Controls,Level1:Zone14,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G219
Daylighting:Controls,Level1:Zone14,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1:Zone14,Illuminance Setpoint at First Reference Point,100,90,110,Float,G221
Daylighting:Controls,Level1:Zone14,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1:Zone14,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level1:Zone14,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level1:Zone14,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1:Zone14,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1:Zone14,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1:Zone14 Infiltration,Design Flow Rate,0.036398,0.0327582,0.0400378,Float,G228
ZoneInfiltration:DesignFlowRate,Level1:Zone14 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1:Zone1,Type,1,1,1,Integer,G230
Zone,Level1:Zone1,Multiplier,1,1,1.1,Integer,G206
Zone,Level1:Zone1,Volume,12.7566,11.48094,14.03226,Float,G231
Zone,Level1:Zone1,Floor Area,3.6447,3.28023,4.00917,Float,G208
People,People Level1:Zone1,Number of People,0.427644799,0.384880319,0.470409279,Float,G209
People,People Level1:Zone1,Fraction Radiant,0.3,0.27,0.33,Float,G210
People,People Level1:Zone1,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level1:Zone1 General lighting,Lighting Level,18.2235,16.40115,20.04585,Float,G212
Lights,Level1:Zone1 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level1:Zone1 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level1:Zone1 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level1:Zone1 Equipment 1,Design Level,6.7427,6.06843,7.41697,Float,G216
ElectricEquipment,Level1:Zone1 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G217
Daylighting:Controls,Level1:Zone1,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level1:Zone1,X-Coordinate of First Reference Point,55.626,50.0634,61.1886,Float,G219
Daylighting:Controls,Level1:Zone1,Y-Coordinate of First Reference Point,74.739,67.2651,82.2129,Float,G219
Daylighting:Controls,Level1:Zone1,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G219
Daylighting:Controls,Level1:Zone1,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1:Zone1,Illuminance Setpoint at First Reference Point,100,90,110,Float,G221
Daylighting:Controls,Level1:Zone1,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1:Zone1,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level1:Zone1,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level1:Zone1,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1:Zone1,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1:Zone1,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1:Zone1 Infiltration,Design Flow Rate,0.000815,0.0007335,0.0008965,Float,G228
ZoneInfiltration:DesignFlowRate,Level1:Zone1 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1:Zone6,Type,1,1,1,Integer,G232
Zone,Level1:Zone6,Multiplier,1,1,1.1,Integer,G233
Zone,Level1:Zone6,Volume,131.1714,118.05426,144.28854,Float,G234
Zone,Level1:Zone6,Floor Area,37.4775,33.72975,41.22525,Float,G235
People,People Level1:Zone6,Number of People,4.1600025,3.74400225,4.57600275,Float,G236
People,People Level1:Zone6,Fraction Radiant,0.3,0.27,0.33,Float,G237
People,People Level1:Zone6,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level1:Zone6 General lighting,Lighting Level,749.55,674.595,824.505,Float,G238
Lights,Level1:Zone6 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level1:Zone6 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level1:Zone6 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level1:Zone6 Computing gain 1,Design Level,224.865,202.3785,247.3515,Float,G239
ElectricEquipment,Level1:Zone6 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G240
ElectricEquipment,Level1:Zone6 Equipment 2,Design Level,224.865,202.3785,247.3515,Float,G241
ElectricEquipment,Level1:Zone6 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G242
WaterUse:Equipment,DHW Level1:Zone6,Peak Flow Rate,2.31E-07,2.08E-07,2.54E-07,Float,G243
Daylighting:Controls,Level1:Zone6,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level1:Zone6,X-Coordinate of First Reference Point,66.198,59.5782,72.8178,Float,G219
Daylighting:Controls,Level1:Zone6,Y-Coordinate of First Reference Point,73.955,66.5595,81.3505,Float,G219
Daylighting:Controls,Level1:Zone6,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G219
Daylighting:Controls,Level1:Zone6,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1:Zone6,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level1:Zone6,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1:Zone6,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level1:Zone6,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level1:Zone6,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1:Zone6,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1:Zone6,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1:Zone6 Infiltration,Design Flow Rate,0.00838,0.007542,0.009218,Float,G228
ZoneInfiltration:DesignFlowRate,Level1:Zone6 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1:Zone3,Type,1,1,1,Integer,G244
Zone,Level1:Zone3,Multiplier,1,1,1.1,Integer,G245
Zone,Level1:Zone3,Volume,38.276,34.4484,42.1036,Float,G246
Zone,Level1:Zone3,Floor Area,10.936,9.8424,12.0296,Float,G247
People,People Level1:Zone3,Number of People,1.213896,1.0925064,1.3352856,Float,G248
People,People Level1:Zone3,Fraction Radiant,0.3,0.27,0.33,Float,G249
People,People Level1:Zone3,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level1:Zone3 General lighting,Lighting Level,218.72,196.848,240.592,Float,G250
Lights,Level1:Zone3 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level1:Zone3 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level1:Zone3 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level1:Zone3 Computing gain 1,Design Level,65.616,59.0544,72.1776,Float,G239
ElectricEquipment,Level1:Zone3 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G240
ElectricEquipment,Level1:Zone3 Equipment 2,Design Level,65.616,59.0544,72.1776,Float,G241
ElectricEquipment,Level1:Zone3 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G242
WaterUse:Equipment,DHW Level1:Zone3,Peak Flow Rate,6.75E-08,6.08E-08,7.43E-08,Float,G251
Daylighting:Controls,Level1:Zone3,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level1:Zone3,X-Coordinate of First Reference Point,63.309,56.9781,69.6399,Float,G219
Daylighting:Controls,Level1:Zone3,Y-Coordinate of First Reference Point,68.691,61.8219,75.5601,Float,G219
Daylighting:Controls,Level1:Zone3,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G219
Daylighting:Controls,Level1:Zone3,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1:Zone3,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level1:Zone3,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1:Zone3,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level1:Zone3,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level1:Zone3,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1:Zone3,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1:Zone3,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1:Zone3 Infiltration,Design Flow Rate,0.002445,0.0022005,0.0026895,Float,G228
ZoneInfiltration:DesignFlowRate,Level1:Zone3 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1:Zone2,Type,1,1,1,Integer,G252
Zone,Level1:Zone2,Multiplier,1,1,1.1,Integer,G253
Zone,Level1:Zone2,Volume,32.7656,29.48904,36.04216,Float,G254
Zone,Level1:Zone2,Floor Area,9.3616,8.42544,10.29776,Float,G255
People,People Level1:Zone2,Number of People,1.0391376,0.93522384,1.14305136,Float,G256
People,People Level1:Zone2,Fraction Radiant,0.3,0.27,0.33,Float,G257
People,People Level1:Zone2,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level1:Zone2 General lighting,Lighting Level,187.232,168.5088,205.9552,Float,G258
Lights,Level1:Zone2 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level1:Zone2 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level1:Zone2 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level1:Zone2 Computing gain 1,Design Level,56.1696,50.55264,61.78656,Float,G239
ElectricEquipment,Level1:Zone2 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G240
ElectricEquipment,Level1:Zone2 Equipment 2,Design Level,56.1696,50.55264,61.78656,Float,G241
ElectricEquipment,Level1:Zone2 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G242
WaterUse:Equipment,DHW Level1:Zone2,Peak Flow Rate,5.78E-08,5.20E-08,6.36E-08,Float,G259
Daylighting:Controls,Level1:Zone2,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level1:Zone2,X-Coordinate of First Reference Point,63.505,57.1545,69.8555,Float,G219
Daylighting:Controls,Level1:Zone2,Y-Coordinate of First Reference Point,76.215,68.5935,83.8365,Float,G219
Daylighting:Controls,Level1:Zone2,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G219
Daylighting:Controls,Level1:Zone2,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1:Zone2,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level1:Zone2,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1:Zone2,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level1:Zone2,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level1:Zone2,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1:Zone2,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1:Zone2,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1:Zone2 Infiltration,Design Flow Rate,0.002093,0.0018837,0.0023023,Float,G228
ZoneInfiltration:DesignFlowRate,Level1:Zone2 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1:Zone4,Type,1,1,1,Integer,G260
Zone,Level1:Zone4,Multiplier,1,1,1.1,Integer,G206
Zone,Level1:Zone4,Volume,55.9415,50.34735,61.53565,Float,G261
Zone,Level1:Zone4,Floor Area,15.9833,14.38497,17.58163,Float,G208
People,People Level1:Zone4,Number of People,1.7741463,1.59673167,1.95156093,Float,G209
People,People Level1:Zone4,Fraction Radiant,0.3,0.27,0.33,Float,G210
People,People Level1:Zone4,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level1:Zone4 General lighting,Lighting Level,319.666,287.6994,351.6326,Float,G212
Lights,Level1:Zone4 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level1:Zone4 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level1:Zone4 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level1:Zone4 Computing gain 1,Design Level,95.8998,86.30982,105.48978,Float,G239
ElectricEquipment,Level1:Zone4 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G240
ElectricEquipment,Level1:Zone4 Equipment 2,Design Level,95.8998,86.30982,105.48978,Float,G241
ElectricEquipment,Level1:Zone4 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G242
WaterUse:Equipment,DHW Level1:Zone4,Peak Flow Rate,9.87E-08,8.88E-08,1.09E-07,Float,G262
Daylighting:Controls,Level1:Zone4,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level1:Zone4,X-Coordinate of First Reference Point,60.954,54.8586,67.0494,Float,G219
Daylighting:Controls,Level1:Zone4,Y-Coordinate of First Reference Point,72.166,64.9494,79.3826,Float,G219
Daylighting:Controls,Level1:Zone4,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G219
Daylighting:Controls,Level1:Zone4,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1:Zone4,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level1:Zone4,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1:Zone4,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level1:Zone4,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level1:Zone4,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1:Zone4,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1:Zone4,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1:Zone4 Infiltration,Design Flow Rate,0.003574,0.0032166,0.0039314,Float,G228
ZoneInfiltration:DesignFlowRate,Level1:Zone4 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1:Zone5,Type,1,1,1,Integer,G263
Zone,Level1:Zone5,Multiplier,1,1,1.1,Integer,G264
Zone,Level1:Zone5,Volume,22.9086,20.61774,25.19946,Float,G265
Zone,Level1:Zone5,Floor Area,6.5453,5.89077,7.19983,Float,G266
People,People Level1:Zone5,Number of People,0.7265283,0.65387547,0.79918113,Float,G267
People,People Level1:Zone5,Fraction Radiant,0.3,0.27,0.33,Float,G268
People,People Level1:Zone5,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level1:Zone5 General lighting,Lighting Level,130.906,117.8154,143.9966,Float,G269
Lights,Level1:Zone5 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level1:Zone5 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level1:Zone5 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level1:Zone5 Computing gain 1,Design Level,39.2718,35.34462,43.19898,Float,G239
ElectricEquipment,Level1:Zone5 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G240
ElectricEquipment,Level1:Zone5 Equipment 2,Design Level,39.2718,35.34462,43.19898,Float,G241
ElectricEquipment,Level1:Zone5 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G242
WaterUse:Equipment,DHW Level1:Zone5,Peak Flow Rate,4.04E-08,3.64E-08,4.44E-08,Float,G270
Daylighting:Controls,Level1:Zone5,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level1:Zone5,X-Coordinate of First Reference Point,61.882,55.6938,68.0702,Float,G219
Daylighting:Controls,Level1:Zone5,Y-Coordinate of First Reference Point,90.503,81.4527,99.5533,Float,G219
Daylighting:Controls,Level1:Zone5,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G219
Daylighting:Controls,Level1:Zone5,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1:Zone5,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level1:Zone5,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1:Zone5,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level1:Zone5,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level1:Zone5,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1:Zone5,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1:Zone5,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1:Zone5 Infiltration,Design Flow Rate,0.001464,0.0013176,0.0016104,Float,G228
ZoneInfiltration:DesignFlowRate,Level1:Zone5 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1:Zone10,Type,1,1,1,Integer,G271
